0.019976701	0.000135639	0.0051832
0.119975358	0.000653957	0.0051832
0.219974015	0.001172275	0.0051832
0.319972671	0.001690592	0.0051832
0.419971328	0.00220891	0.0051832
0.519969985	0.002727228	0.0051832
0.649968701	0.003151042	-0.0098168
0.799933625	0.000178828	-0.0398168
0.949741917	-0.007290322	-0.0698168
1.09925876	-0.019249685	-0.0998168
1.248349597	-0.035688499	-0.1298168
1.396880259	-0.056591971	-0.1598168
1.544717077	-0.081941289	-0.1898168
1.691727007	-0.111713639	-0.2198168
1.837777752	-0.145882229	-0.2498168
1.982737875	-0.18441631	-0.2798168
2.126476921	-0.227281203	-0.3098168
2.268865536	-0.274438333	-0.3398168
2.409775579	-0.325845261	-0.3698168
2.549080241	-0.381455725	-0.3998168
2.686654157	-0.44121968	-0.4298168
2.822373519	-0.505083341	-0.4598168
2.95611619	-0.572989236	-0.4898168
3.08776181	-0.644876254	-0.5198168
3.217191907	-0.720679701	-0.5498168
3.344290002	-0.80033136	-0.5798168
3.468941716	-0.883759549	-0.6098168
3.591034871	-0.970889188	-0.6398168
3.71045959	-1.061641868	-0.6698168
3.827108401	-1.155935916	-0.6998168
3.905537128	-1.222932433	-0.713654874
3.985898882	-1.292517979	-0.713654874
4.066260636	-1.362103525	-0.713654874
4.14185808	-1.427563638	-0.713654874
4.217455525	-1.493023751	-0.713654874
4.293052969	-1.558483864	-0.713654874
4.368650414	-1.623943976	-0.713654874
4.444247859	-1.689404089	-0.713654874
4.519845303	-1.754864202	-0.713654874
4.595442748	-1.820324315	-0.713654874
4.671040192	-1.885784428	-0.713654874
4.746637637	-1.951244541	-0.713654874
4.822235081	-2.016704653	-0.713654874
4.897832526	-2.082164766	-0.713654874
4.973429971	-2.147624879	-0.713654874
5.049027415	-2.213084992	-0.713654874
5.12462486	-2.278545105	-0.713654874
5.200222304	-2.344005218	-0.713654874
5.275819749	-2.40946533	-0.713654874
5.351417193	-2.474925443	-0.713654874
		
