1.90E-05	1.38E-05
0.10001898	5.16E-05
0.200018973	8.93E-05
0.300018966	0.000126988
0.400018959	0.000164702
0.500018952	0.000202417
0.600018945	0.000240131
0.700018937	0.000277845
0.80001893	0.000315559
0.900018923	0.000353274
1.000018916	0.000390988
1.100018909	0.000428702
1.200018902	0.000466416
1.300018895	0.000504131
1.400018888	0.000541845
1.500018881	0.000579559
1.600018873	0.000617274
1.700018866	0.000654988
1.800018859	0.000692702
1.900018852	0.000730416
2.000018845	0.000768131
2.100018838	0.000805845
2.200018831	0.000843559
2.300018824	0.000881273
2.400018817	0.000918988
2.500018809	0.000956702
2.600018802	0.000994416
2.700018795	0.00103213
2.800018788	0.001069845
2.900018781	0.001107559
3.000018774	0.001145273
3.100018767	0.001182987
3.20001876	0.001220702
3.300018753	0.001258416
3.400018745	0.00129613
3.500018738	0.001333844
3.600018731	0.001371559
3.700018724	0.001409273
3.800018717	0.001446987
3.90001871	0.001484701
4.000018703	0.001522416
4.100018696	0.00156013
4.200018689	0.001597844
4.300018681	0.001635559
4.400018674	0.001673273
4.500018667	0.001710987
4.60001866	0.001748701
4.700018653	0.001786416
4.800018646	0.00182413
4.900018639	0.001861844
